dis_reg;dis_nombre;fec_codigo;fec_dia;fec_semana;prod_nombre;prod_n2;prod_n3;prod_n3_clase;prod_prov_nombre;inv_valor;inv_cantidad;inv_dias_venta;inv_cantidad_venta
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0312;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;43273;47;90;264
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0313;PROTECTOR DE LABIOS;CUIDADO PERSONAL;A;Proveedor 007;479173;44;90;263
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0314;GALLETAS;ALIMENTOS;A;Proveedor 001;745606;203;90;260
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0315;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;655138;78;90;260
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0316;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;88976;60;90;257
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0317;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;403978;122;90;256
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0318;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1883169;62;90;255
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0319;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;585704;92;90;253
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0320;BETUN;HOGAR;A;Proveedor 006;67980;17;90;252
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0321;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;567371;97;90;250
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0322;BETUN;HOGAR;A;Proveedor 006;2020104;248;90;249
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0323;LAVALOZA;HOGAR;A;Proveedor 004;80721;78;90;246
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0324;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;783486;117;77;246
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0325;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;1107177;143;69;246
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0326;BEBIDAS ENERGIZANTES;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;153994;122;90;245
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0327;GINEBRA;LICORES Y TABACO;A;Proveedor 002;43120699;395;90;245
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0328;LECHE VEGETAL EN POLVO;ALIMENTOS;A;Proveedor 022;80883;10;90;244
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0329;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;227742;72;90;242
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0330;JABON DE TOCADOR;CUIDADO PERSONAL;A;Proveedor 017;514449;54;90;242
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0331;DETERGENTES;HOGAR;A;Proveedor 001;6181398;959;69;241
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0332;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1609518;112;90;241
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0333;DETERGENTES;HOGAR;A;Proveedor 001;6181398;959;69;241
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0334;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;71363;46;90;240
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0335;CAFE;ALIMENTOS;A;Proveedor 016;525351;31;90;237
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0336;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1134057;76;90;236
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0337;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;4443255;182;90;236
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0338;LAVALOZA;HOGAR;A;Proveedor 013;588593;78;90;234
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0339;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;225937;168;90;232
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0340;ALIMENTO PARA PERROS SECO;MASCOTAS Y ANIMALES;B;Proveedor 019;3405993;183;90;228
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0341;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;149952;78;90;228
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0342;DESMANCHADORES;HOGAR;A;Proveedor 006;762748;50;90;224
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0343;BLOQUEADOR SOLAR;CUIDADO PERSONAL;A;Proveedor 010;533863;22;90;224
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0344;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;687774;106;90;223
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0345;BETUN;HOGAR;A;Proveedor 006;1849538;108;90;223
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0346;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;381462;24;90;223
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0347;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1126680;143;90;221
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0348;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;864284;64;90;221
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0349;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1443172;72;90;220
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0350;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;847942;109;69;220
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0351;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 008;75381;32;90;220
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0352;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;457705;69;83;218
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0353;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;233598;16;90;217
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0354;ALIMENTO PARA PERROS SECO;MASCOTAS Y ANIMALES;B;Proveedor 019;1641079;90;90;217
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0355;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;79358;33;90;216
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0356;OFERTAS;OFERTAS;B;Proveedor 002;64;64;90;215
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0357;GINEBRA;LICORES Y TABACO;A;Proveedor 002;28705408;289;90;215
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0358;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;17479;18;90;214
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0359;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;481999;53;90;213
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0360;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;31811;8;90;211
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0361;GALLETAS;ALIMENTOS;A;Proveedor 001;392563;107;90;211
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0362;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 017;522000;48;90;211
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0363;PANITOS HUMEDOS BEBES Y NINOS;BEBES Y NINOS;B;Proveedor 020;489364;60;90;210
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0364;OTROS PRODUCTOS DE LIMPIEZA;HOGAR;A;Proveedor 006;709182;84;90;208
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0365;BETUN;HOGAR;A;Proveedor 006;995297;128;90;207
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0366;DETERGENTES;HOGAR;A;Proveedor 015;675905;121;90;207
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0367;CERAS Y PROTECTORES PISOS;HOGAR;A;Proveedor 008;7797;3;90;204
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0368;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 008;58695;15;90;204
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0369;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;574027;115;90;204
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0370;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;131923;63;90;203
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0371;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1763183;125;90;201
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0372;OTROS OTC;OTC;B;Proveedor 007;708349;120;90;200
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0373;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;259356;29;90;200
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0374;PRESERVATIVOS;OTC;B;Proveedor 007;1458647;122;90;196
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0375;SHAMPOO;CUIDADO PERSONAL;A;Proveedor 005;859594;81;90;195
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0376;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;150288;93;90;195
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0377;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1039878;72;90;192
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0378;GALLETAS;ALIMENTOS;A;Proveedor 001;76997;21;90;191
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0379;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 017;247464;36;90;190
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0380;RON;LICORES Y TABACO;A;Proveedor 002;6593968;198;90;190
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0381;SUERO ORAL;OTC;B;Proveedor 012;34460;6;90;190
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0382;SUERO ORAL;OTC;B;Proveedor 012;350020;60;90;187
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0383;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;305435;90;90;186
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0384;CERAS Y PROTECTORES PISOS;HOGAR;A;Proveedor 006;444321;50;90;184
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0385;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;29246;12;90;184
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0386;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1350513;54;90;180
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0387;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;158465;96;90;179
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0388;PASABOCAS;DULCES Y PASABOCAS;B;Proveedor 014;399065;130;90;177
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0389;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 017;330192;36;90;176
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0390;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;1204935;40;90;175
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0391;JABON EN BARRA;HOGAR;A;Proveedor 015;351790;175;90;175
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0392;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 008;34228;33;90;174
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0393;DESMANCHADORES;HOGAR;A;Proveedor 006;1391591;97;90;174
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0394;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;195425;58;90;173
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0395;COLORACION;CUIDADO PERSONAL;A;Proveedor 005;1218674;57;90;172
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0396;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1795372;121;90;172
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0397;PROTECTOR DE LABIOS;CUIDADO PERSONAL;A;Proveedor 010;2271582;191;90;171
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0398;DESENGRASANTES;HOGAR;A;Proveedor 006;71528;12;90;168
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0399;LAVALOZA;HOGAR;A;Proveedor 004;703720;204;90;168
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0400;DETERGENTES;HOGAR;A;Proveedor 015;210032;36;90;168
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0401;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;68056;64;90;166
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0402;ALIMENTOS PARA BEBES;BEBES Y NINOS;B;Proveedor 014;85319;37;90;166
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0403;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;150698;51;90;165
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0404;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;10814;3;90;165
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0405;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 008;17278;12;90;164
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0406;WHISKY;LICORES Y TABACO;A;Proveedor 002;75058384;593;90;164
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0407;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;361564;113;90;161
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0408;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;318551;25;90;161
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0409;DETERGENTES;HOGAR;A;Proveedor 015;306644;108;90;160
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0410;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;28321;3;90;160
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0411;OTRAS BEBIDAS NO ALCOHOLICAS;BEBIDAS NO ALCOHOLICAS;B;Proveedor 018;292451;192;90;160
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0412;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;499738;21;90;159
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0413;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;2887185;142;90;159
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0414;CREMAS Y MASCARILLAS FACIALES;CUIDADO PERSONAL;A;Proveedor 010;916471;52;90;158
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0415;LIMPIADORES LIQUIDOS PISOS;HOGAR;A;Proveedor 006;416749;67;90;158
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0416;ALIMENTOS PARA BEBES;BEBES Y NINOS;B;Proveedor 014;9154;4;90;157
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0417;DETERGENTES;HOGAR;A;Proveedor 006;75097;7;90;156
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0418;OTROS LICORES;LICORES Y TABACO;A;Proveedor 002;4318847;83;90;156
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0419;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 005;1232517;83;90;156
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0420;GRANOLAS Y CEREALES LISTOS;ALIMENTOS;A;Proveedor 014;175834;54;90;155
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0421;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;79606;60;90;154
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0422;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;91748;21;90;152
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0423;BETUN;HOGAR;A;Proveedor 006;256406;33;90;151
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0424;CONDIMENTOS Y SAZONADORES;ALIMENTOS;A;Proveedor 009;64585;22;90;151
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0425;FIBRAS Y PANOS ABSORBENTES;HOGAR;A;Proveedor 003;1353541;147;90;151
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0426;JABON EN BARRA;HOGAR;A;Proveedor 015;151708;100;90;150
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0427;WHISKY;LICORES Y TABACO;A;Proveedor 002;30408075;184;90;149
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0428;VODKA;LICORES Y TABACO;A;Proveedor 002;10584534;340;90;149
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0429;LAVALOZA;HOGAR;A;Proveedor 004;238437;144;90;149
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0430;INSECTICIDAS;HOGAR;A;Proveedor 001;2078472;231;90;148
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0431;INFUSIONES;ALIMENTOS;A;Proveedor 014;115936;66;90;148
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0432;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;747999;33;90;147
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0433;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1703567;119;90;145
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0434;PRESERVATIVOS;OTC;B;Proveedor 007;717532;60;90;144
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0435;PILAS Y BATERIAS;FERRETERIA;B;Proveedor 023;81055;24;90;144
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0436;LAVALOZA;HOGAR;A;Proveedor 004;324536;168;90;144
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0437;CREMAS Y TRATAMIENTOS CORPORALES;CUIDADO PERSONAL;A;Proveedor 010;921637;30;90;142
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0438;DETERGENTES;HOGAR;A;Proveedor 006;1349891;48;90;141
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0439;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;1127517;80;90;140
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0440;DETERGENTES;HOGAR;A;Proveedor 006;602998;34;90;138
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0441;CREMAS Y MASCARILLAS FACIALES;CUIDADO PERSONAL;A;Proveedor 017;344580;30;90;138
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0442;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;691991;31;90;137
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0443;DESODORANTES;CUIDADO PERSONAL;A;Proveedor 010;512471;55;90;137
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0444;WHISKY;LICORES Y TABACO;A;Proveedor 002;8515012;99;24;136
UNIDAD DE NEGOCIO PACIFICO;AGENCIA DISTRIMARCAS;20221006;06;Sem 41 2022;Producto 0445;DETERGENTES;HOGAR;A;Proveedor 015;383247;76;90;135
